answer_id,session_id,user_id,part,question_id,question_text,answer_text,duration_sec,target_band_overall,target_band_fc,target_band_lr,target_band_gra,target_band_pr,transcript_raw,source_type,quality_flag,sample_weight,is_inconsistent
ans_155,sess_074,550e8400-e29b-41d4-a716-446655443004,3,q_part3_005,Is online learning as effective as traditional schooling?,online learning is good because flexible... students can study at home... but traditional school is better... because teacher can help directly,28,5.5,5.5,5.0,5.5,6.0,online learning is good because flexible... students can study at home... but traditional school is better... because teacher can help directly,synthetic,ok,1.0,false
ans_156,sess_075,550e8400-e29b-41d4-a716-446655440014,3,q_part3_006,How has social media changed communication?,social media change how people talk... now people use messages instead phone calls... it's faster and easier... but sometimes people misunderstand each other,35,5.5,5.5,5.0,5.5,6.0,social media change how people talk... now people use messages instead phone calls... it's faster and easier... but sometimes people misunderstand each other,synthetic,ok,1.0,false
ans_158,sess_077,550e8400-e29b-41d4-a716-446655440008,3,q_part3_008,Should children have access to smartphones?,i think children should have phone... because safety... parents can call them... but too much screen time is bad... children need play outside,29,5.5,5.5,5.0,5.5,6.0,i think children should have phone... because safety... parents can call them... but too much screen time is bad... children need play outside,synthetic,ok,1.0,false
ans_159,sess_078,550e8400-e29b-41d4-a716-446655440012,3,q_part3_009,Why do people overspend?,people buy things they don't need... because advertising make them want things... also people want show others they have money... it's problem in society,38,5.5,5.5,5.0,5.5,6.0,people buy things they don't need... because advertising make them want things... also people want show others they have money... it's problem in society,synthetic,ok,1.0,false
ans_160,sess_079,550e8400-e29b-41d4-a716-446655440019,3,q_part3_010,Has globalization made cultures more similar?,yes globalization make cultures similar... people watch same movies... eat same food... wear same clothes... but some traditions still different,34,5.0,5.0,4.5,5.0,5.5,yes globalization make cultures similar... people watch same movies... eat same food... wear same clothes... but some traditions still different,synthetic,ok,1.0,false
ans_161,sess_080,550e8400-e29b-41d4-a716-446655440003,3,q_part3_011,How has technology changed education?,I think technology has made education more accessible because students can now study online from anywhere. For example many people take courses that weren't available in their cities before. Also technology helps students learn at their own pace which is very useful. However some students might get distracted by social media or games when studying online,42,6.0,6.0,6.0,6.0,6.0,I think technology has made education more accessible because students can now study online from anywhere. For example many people take courses that weren't available in their cities before. Also technology helps students learn at their own pace which is very useful. However some students might get distracted by social media or games when studying online,synthetic,ok,1.0,false
ans_162,sess_081,550e8400-e29b-41d4-a716-446655440010,3,q_part3_012,Why do some people prefer freelance work?,I think people choose freelance because they want more freedom and flexibility in their schedule. They can work from home and choose their own projects. However freelance work can be unstable because sometimes there's no work available. So it depends on what people value more stability or freedom,48,6.0,6.0,6.0,6.0,6.0,I think people choose freelance because they want more freedom and flexibility in their schedule. They can work from home and choose their own projects. However freelance work can be unstable because sometimes there's no work available. So it depends on what people value more stability or freedom,synthetic,ok,1.0,false
ans_163,sess_082,550e8400-e29b-41d4-a716-446655440016,3,q_part3_013,Should governments provide free healthcare?,In my opinion governments should provide free healthcare because health is a basic right for everyone. For example in many countries people cannot afford medical treatment which is very unfair. However providing free healthcare is expensive for governments so they need to find the right balance. I think it's important that everyone can access healthcare when they need it,52,6.5,6.5,6.5,6.5,6.5,In my opinion governments should provide free healthcare because health is a basic right for everyone. For example in many countries people cannot afford medical treatment which is very unfair. However providing free healthcare is expensive for governments so they need to find the right balance. I think it's important that everyone can access healthcare when they need it,synthetic,ok,1.0,false
ans_164,sess_083,550e8400-e29b-41d4-a716-446655440020,3,q_part3_014,How does art influence society?,I believe art has a strong influence on society because it can express ideas and emotions that words cannot. For example art can make people think about important social issues like poverty or climate change. Art also brings people together and helps preserve culture. However some people might not understand modern art which can create division,46,6.0,6.0,6.0,6.0,6.0,I believe art has a strong influence on society because it can express ideas and emotions that words cannot. For example art can make people think about important social issues like poverty or climate change. Art also brings people together and helps preserve culture. However some people might not understand modern art which can create division,synthetic,ok,1.0,false
ans_167,sess_086,550e8400-e29b-41d4-a716-446655440001,3,q_part3_017,Why do some people avoid marriage?,I think people avoid marriage for different reasons. One reason is that they want to focus on their career first before settling down. Another reason is that they've seen unhappy marriages around them and don't want the same experience. Also some people prefer to be independent and not have the responsibilities that come with marriage. However I believe marriage can be very rewarding when you find the right person,55,6.5,6.5,6.5,6.5,6.5,I think people avoid marriage for different reasons. One reason is that they want to focus on their career first before settling down. Another reason is that they've seen unhappy marriages around them and don't want the same experience. Also some people prefer to be independent and not have the responsibilities that come with marriage. However I believe marriage can be very rewarding when you find the right person,synthetic,ok,1.0,false
ans_169,sess_088,550e8400-e29b-41d4-a716-446655440011,3,q_part3_019,Should governments regulate AI technologies?,I believe governments should regulate AI but not too strictly. AI has many benefits like helping doctors diagnose diseases or making transportation safer. However there are also risks such as job loss or privacy concerns. Regulation is needed to protect people but it shouldn't stop innovation. I think governments need to find a balance between safety and progress,54,7.0,7.0,7.0,7.0,7.0,I believe governments should regulate AI but not too strictly. AI has many benefits like helping doctors diagnose diseases or making transportation safer. However there are also risks such as job loss or privacy concerns. Regulation is needed to protect people but it shouldn't stop innovation. I think governments need to find a balance between safety and progress,synthetic,ok,1.0,false
ans_170,sess_089,550e8400-e29b-41d4-a716-446655440013,3,q_part3_020,Why do some people prefer traditional jobs while others choose freelance work?,I think it depends on what people value more. Traditional jobs offer stability and clear career progression whereas freelancing provides flexibility and independence. However freelancing can also be unpredictable so it's usually chosen by people who are comfortable with risk. On the other hand traditional jobs might feel restrictive for creative people who want more control over their work,62,7.0,7.0,7.5,7.0,7.0,I think it depends on what people value more. Traditional jobs offer stability and clear career progression whereas freelancing provides flexibility and independence. However freelancing can also be unpredictable so it's usually chosen by people who are comfortable with risk. On the other hand traditional jobs might feel restrictive for creative people who want more control over their work,synthetic,ok,1.0,false
ans_171,sess_090,550e8400-e29b-41d4-a716-446655440004,3,q_part3_021,Should governments ban single-use plastic?,I believe governments should take action against single-use plastic because it's causing serious environmental damage. Plastic pollution affects oceans and wildlife and takes hundreds of years to decompose. However a complete ban might be difficult to implement immediately. I think governments should start by banning the most harmful types of plastic and providing alternatives. This approach would be more practical and still make a significant impact on reducing pollution,59,7.0,7.0,7.0,7.0,7.0,I believe governments should take action against single-use plastic because it's causing serious environmental damage. Plastic pollution affects oceans and wildlife and takes hundreds of years to decompose. However a complete ban might be difficult to implement immediately. I think governments should start by banning the most harmful types of plastic and providing alternatives. This approach would be more practical and still make a significant impact on reducing pollution,synthetic,ok,1.0,false
ans_172,sess_091,550e8400-e29b-41d4-a716-446655440015,3,q_part3_022,How will remote work affect the future?,I think remote work will become much more common in the future because technology makes it possible and many people prefer the flexibility. This trend will change how companies operate and how cities develop. However remote work also has challenges like isolation and difficulty maintaining team connections. I believe the future will see a hybrid model where people work partly from home and partly in offices. This would combine the benefits of both approaches,65,7.5,7.5,7.5,7.5,7.5,I think remote work will become much more common in the future because technology makes it possible and many people prefer the flexibility. This trend will change how companies operate and how cities develop. However remote work also has challenges like isolation and difficulty maintaining team connections. I believe the future will see a hybrid model where people work partly from home and partly in offices. This would combine the benefits of both approaches,synthetic,ok,1.0,false
