answer_id,session_id,user_id,part,question_id,question_text,answer_text,duration_sec,target_band_overall,target_band_fc,target_band_lr,target_band_gra,target_band_pr,transcript_raw,source_type,quality_flag
ans_067,sess_034,550e8400-e29b-41d4-a716-446655440009,1,q_part1_056,How do you usually travel?,i usually... take... train... or... bus... for... long trips... i use... car... for... short... trips... in city... i prefer... public transport,18,5.5,5.5,5.5,5.0,5.5,i usually... take... train... or... bus... for... long trips... i use... car... for... short... trips... in city... i prefer... public transport,synthetic,ok
ans_068,sess_034,550e8400-e29b-41d4-a716-446655440009,1,q_part1_057,Do you enjoy traveling?,yes... i like... traveling... i visit... different... cities... and... countries... it's... interesting... to see... new places,15,6.5,7.0,7.0,7.0,6.5,yes... i like... traveling... i visit... different... cities... and... countries... it's... interesting... to see... new places,synthetic,ok
ans_069,sess_035,550e8400-e29b-41d4-a716-446655440010,1,q_part1_058,What's your favorite season?,i think autumn is my favorite... the weather is perfect... not too hot not too cold... and the colors are beautiful... i love going for walks and seeing the leaves change... it's very peaceful,23,6.0,6.0,6.0,5.5,6.5,i think autumn is my favorite... the weather is perfect... not too hot not too cold... and the colors are beautiful... i love going for walks and seeing the leaves change... it's very peaceful,synthetic,ok
ans_070,sess_035,550e8400-e29b-41d4-a716-446655440010,1,q_part1_059,How do you spend your evenings?,evenings... um... i usually... cook dinner... then... maybe watch... a movie... or... read... sometimes... i call... my family... or... friends... just... relax,19,6.5,7.0,7.0,6.0,6.5,evenings... um... i usually... cook dinner... then... maybe watch... a movie... or... read... sometimes... i call... my family... or... friends... just... relax,synthetic,ok
ans_071,sess_036,550e8400-e29b-41d4-a716-446655443000,1,q_part1_100,Do you work or study?,work study... sometimes... no job now... home... looking job... internet,8,4.0,3.5,4.0,3.5,4.0,work study... sometimes... no job now... home... looking job... internet,synthetic,garbage
ans_072,sess_037,550e8400-e29b-41d4-a716-446655443006,1,q_part1_101,Where are you from?,i from... russia... city... big... many people... i like,7,3.5,3.5,3.5,3.0,4.0,i from... russia... city... big... many people... i like,synthetic,garbage
ans_073,sess_038,550e8400-e29b-41d4-a716-446655443009,1,q_part1_102,What do you like to do in your free time?,free time... i... watch... tv... play... games... computer... sometimes... walk,9,4.0,4.0,3.5,4.0,4.0,free time... i... watch... tv... play... games... computer... sometimes... walk,synthetic,garbage
ans_074,sess_011,550e8400-e29b-41d4-a716-446655440008,1,q_part1_103,Do you enjoy cooking?,no... i not cook... mother cook... i eat... restaurant sometimes,8,3.5,3.5,3.5,3.0,4.0,no... i not cook... mother cook... i eat... restaurant sometimes,synthetic,garbage
ans_075,sess_040,550e8400-e29b-41d4-a716-446655443008,1,q_part1_104,How do you usually spend your weekends?,weekend... sleep... late... then... maybe... shopping... or... nothing... stay home,10,4.0,4.0,3.5,4.0,4.0,weekend... sleep... late... then... maybe... shopping... or... nothing... stay home,synthetic,garbage
ans_076,sess_041,550e8400-e29b-41d4-a716-446655443002,1,q_part1_105,What kind of music do you like?,music... pop... rock... i listen... every day... phone... when... go work,9,4.0,4.0,4.0,3.5,4.5,music... pop... rock... i listen... every day... phone... when... go work,synthetic,garbage
ans_077,sess_026,550e8400-e29b-41d4-a716-446655440023,1,q_part1_106,Where do you live?,i live... apartment... small... one room... kitchen... bathroom... ok,8,3.5,3.5,3.5,3.0,4.0,i live... apartment... small... one room... kitchen... bathroom... ok,synthetic,garbage
ans_078,sess_038,550e8400-e29b-41d4-a716-446655443009,1,q_part1_107,Do you work or study?,i study... university... second year... computer... very difficult... many... exams... homework,11,4.0,4.0,3.5,4.0,4.0,i study... university... second year... computer... very difficult... many... exams... homework,synthetic,garbage
ans_079,sess_017,550e8400-e29b-41d4-a716-446655440014,1,q_part1_108,What's your favorite food?,food... i like... pizza... pasta... burger... fast food... sometimes... cook... simple,10,4.0,4.0,4.0,3.5,4.5,food... i like... pizza... pasta... burger... fast food... sometimes... cook... simple,synthetic,garbage
ans_080,sess_045,550e8400-e29b-41d4-a716-446655443003,1,q_part1_109,How often do you exercise?,exercise... no... sometimes... walk... not often... busy... work... study,9,3.5,3.5,3.5,3.0,4.0,exercise... no... sometimes... walk... not often... busy... work... study,synthetic,garbage
ans_081,sess_041,550e8400-e29b-41d4-a716-446655443002,1,q_part1_110,What is your full name?,my name... is... dmitry... dmitry ivanov... that's... all,6,3.5,3.5,3.5,3.0,4.0,my name... is... dmitry... dmitry ivanov... that's... all,synthetic,garbage
ans_082,sess_037,550e8400-e29b-41d4-a716-446655443006,1,q_part1_111,Do you like sports?,sports... yes... football... basketball... i play... sometimes... with friends... weekend,9,4.0,4.0,3.5,4.0,4.0,sports... yes... football... basketball... i play... sometimes... with friends... weekend,synthetic,garbage
ans_083,sess_038,550e8400-e29b-41d4-a716-446655443009,1,q_part1_112,How do you get to work or school?,i go... metro... every day... fast... cheap... sometimes... bus... if... metro... broken,10,4.0,4.0,3.5,4.0,4.0,i go... metro... every day... fast... cheap... sometimes... bus... if... metro... broken,synthetic,garbage
ans_084,sess_040,550e8400-e29b-41d4-a716-446655443008,1,q_part1_113,What's your favorite season?,season... i like... summer... warm... can go... beach... swimming... sun... good,9,4.0,4.0,3.5,4.0,4.0,season... i like... summer... warm... can go... beach... swimming... sun... good,synthetic,garbage
ans_085,sess_050,550e8400-e29b-41d4-a716-446655443005,1,q_part1_114,Do you enjoy shopping?,shopping... yes... sometimes... clothes... food... supermarket... online... also,8,3.5,3.5,3.5,3.0,4.0,shopping... yes... sometimes... clothes... food... supermarket... online... also,synthetic,garbage
ans_086,sess_045,550e8400-e29b-41d4-a716-446655443003,1,q_part1_115,What do you do in the evenings?,evening... i... watch... tv... or... read... sometimes... cook... dinner... talk... family,10,4.0,4.0,3.5,4.0,4.0,evening... i... watch... tv... or... read... sometimes... cook... dinner... talk... family,synthetic,garbage
ans_087,sess_050,550e8400-e29b-41d4-a716-446655443005,1,q_part1_116,Do you prefer city life or country life?,city... i like... city... many... shops... restaurants... people... interesting... country... quiet... boring,11,4.0,4.0,3.5,4.0,4.0,city... i like... city... many... shops... restaurants... people... interesting... country... quiet... boring,synthetic,garbage
ans_088,sess_053,550e8400-e29b-41d4-a716-446655443007,1,q_part1_117,How long have you been studying English?,english... i study... three... years... school... then... university... still... learning... difficult,10,4.0,4.0,3.5,4.0,4.0,english... i study... three... years... school... then... university... still... learning... difficult,synthetic,garbage
ans_089,sess_041,550e8400-e29b-41d4-a716-446655443002,1,q_part1_118,What's the weather like in your country?,weather... cold... winter... snow... summer... warm... sometimes... rain... spring... autumn... ok,11,4.0,4.0,3.5,4.0,4.0,weather... cold... winter... snow... summer... warm... sometimes... rain... spring... autumn... ok,synthetic,garbage
